student,number,model,position,side,treatment,distance,seen
18575734,25,24,9,R,Y,5,0
18575734,25,25,10,R,S,4,0
18575734,25,26,11,R,Y,1,0
18575734,25,27,12,R,Y,3,0
18575734,25,28,13,R,B,5,0
18575734,25,29,14,R,S,3,0
18575734,25,30,15,R,B,1,0
18606717,26,1,1,L,S,4,0
18606717,26,2,2,L,Y,5,0
18606717,26,3,3,L,S,5,0
18606717,26,4,4,L,S,1,0
18606717,26,5,5,L,B,2,0
18606717,26,6,6,L,Y,4,0
18606717,26,7,7,L,S,2,0
18606717,26,8,8,L,B,5,0
18606717,26,9,9,L,S,3,0
18606717,26,10,10,L,B,3,0
18606717,26,11,11,L,Y,2,1
18606717,26,12,12,L,B,4,0
18606717,26,13,13,L,B,1,0
18606717,26,14,14,L,Y,3,1
18606717,26,15,15,L,Y,1,0
18606717,26,16,1,R,S,5,0
18606717,26,17,2,R,S,2,0
18606717,26,18,3,R,B,6,0
18606717,26,19,4,R,S,1,0
18606717,26,20,5,R,B,2,0
18606717,26,21,6,R,Y,2,0
18606717,26,22,7,R,B,4,0
18606717,26,23,8,R,Y,4,0
18606717,26,24,9,R,Y,5,0
18606717,26,25,10,R,S,4,0
18606717,26,26,11,R,Y,1,0
18606717,26,27,12,R,Y,3,0
18606717,26,28,13,R,B,5,0
18606717,26,29,14,R,S,3,0
18606717,26,30,15,R,B,1,0
18610589,27,1,1,L,S,4,0
18610589,27,2,2,L,Y,5,0
18610589,27,3,3,L,S,5,0
18610589,27,4,4,L,S,1,0
18610589,27,5,5,L,B,2,0
18610589,27,6,6,L,Y,4,0
18610589,27,7,7,L,S,2,0
18610589,27,8,8,L,B,5,0
18610589,27,9,9,L,S,3,0
18610589,27,10,10,L,B,3,0
18610589,27,11,11,L,Y,2,0
18610589,27,12,12,L,B,4,0
18610589,27,13,13,L,B,1,0
18610589,27,14,14,L,Y,3,0
18610589,27,15,15,L,Y,1,1
18610589,27,16,1,R,S,5,0
18610589,27,17,2,R,S,2,0
18610589,27,18,3,R,B,6,0
18610589,27,19,4,R,S,1,0
18610589,27,20,5,R,B,2,0
18610589,27,21,6,R,Y,2,1
18610589,27,22,7,R,B,4,0
18610589,27,23,8,R,Y,4,1
18610589,27,24,9,R,Y,5,0
18610589,27,25,10,R,S,4,0
18610589,27,26,11,R,Y,1,0
18610589,27,27,12,R,Y,3,0
18610589,27,28,13,R,B,5,0
18610589,27,29,14,R,S,3,0
18610589,27,30,15,R,B,1,0
18440427,28,1,1,L,S,4,0
18440427,28,2,2,L,Y,5,0
18440427,28,3,3,L,S,5,0
18440427,28,4,4,L,S,1,0
18440427,28,5,5,L,B,2,0
18440427,28,6,6,L,Y,4,1
18440427,28,7,7,L,S,2,0
18440427,28,8,8,L,B,5,0
18440427,28,9,9,L,S,3,0
18440427,28,10,10,L,B,3,0
18440427,28,11,11,L,Y,2,1
18440427,28,12,12,L,B,4,0
18440427,28,13,13,L,B,1,0
18440427,28,14,14,L,Y,3,1
18440427,28,15,15,L,Y,1,1
18440427,28,16,1,R,S,5,0
18440427,28,17,2,R,S,2,0
18440427,28,18,3,R,B,6,0
18440427,28,19,4,R,S,1,1
18440427,28,20,5,R,B,2,0
18440427,28,21,6,R,Y,2,1
18440427,28,22,7,R,B,4,0
18440427,28,23,8,R,Y,4,0
18440427,28,24,9,R,Y,5,0
18440427,28,25,10,R,S,4,0
18440427,28,26,11,R,Y,1,0
18440427,28,27,12,R,Y,3,0
18440427,28,28,13,R,B,5,1
18440427,28,29,14,R,S,3,0
18440427,28,30,15,R,B,1,0
18637159,29,1,1,L,S,4,0
18637159,29,2,2,L,Y,5,0
18637159,29,3,3,L,S,5,0
18637159,29,4,4,L,S,1,0
18637159,29,5,5,L,B,2,0
18637159,29,6,6,L,Y,4,1
18637159,29,7,7,L,S,2,0
18637159,29,8,8,L,B,5,0
18637159,29,9,9,L,S,3,1
18637159,29,10,10,L,B,3,0
18637159,29,11,11,L,Y,2,1
18637159,29,12,12,L,B,4,0
18637159,29,13,13,L,B,1,0
18637159,29,14,14,L,Y,3,1
18637159,29,15,15,L,Y,1,1
18637159,29,16,1,R,S,5,0
18637159,29,17,2,R,S,2,0
18637159,29,18,3,R,B,6,0
18637159,29,19,4,R,S,1,0
18637159,29,20,5,R,B,2,0
18637159,29,21,6,R,Y,2,1
18637159,29,22,7,R,B,4,0
18637159,29,23,8,R,Y,4,0
18637159,29,24,9,R,Y,5,0
18637159,29,25,10,R,S,4,0
18637159,29,26,11,R,Y,1,1
18637159,29,27,12,R,Y,3,0
18637159,29,28,13,R,B,5,0
18637159,29,29,14,R,S,3,0
18637159,29,30,15,R,B,1,0
18606720,30,1,1,L,S,4,0
18606720,30,2,2,L,Y,5,0
18606720,30,3,3,L,S,5,0
18606720,30,4,4,L,S,1,0
18606720,30,5,5,L,B,2,0
18606720,30,6,6,L,Y,4,0
18606720,30,7,7,L,S,2,0
18606720,30,8,8,L,B,5,0
18606720,30,9,9,L,S,3,0
18606720,30,10,10,L,B,3,0
18606720,30,11,11,L,Y,2,0
18606720,30,12,12,L,B,4,0
18606720,30,13,13,L,B,1,0
18606720,30,14,14,L,Y,3,1
18606720,30,15,15,L,Y,1,1
18606720,30,16,1,R,S,5,0
18606720,30,17,2,R,S,2,0
18606720,30,18,3,R,B,6,0
18606720,30,19,4,R,S,1,0
18606720,30,20,5,R,B,2,0
18606720,30,21,6,R,Y,2,0
18606720,30,22,7,R,B,4,0
18606720,30,23,8,R,Y,4,0
18606720,30,24,9,R,Y,5,0
18606720,30,25,10,R,S,4,0
18606720,30,26,11,R,Y,1,1
18606720,30,27,12,R,Y,3,0
18606720,30,28,13,R,B,5,0
18606720,30,29,14,R,S,3,0
18606720,30,30,15,R,B,1,0
18393516,31,1,1,L,S,4,0
18393516,31,2,2,L,Y,5,0
18393516,31,3,3,L,S,5,0
18393516,31,4,4,L,S,1,0
18393516,31,5,5,L,B,2,0
18393516,31,6,6,L,Y,4,0
18393516,31,7,7,L,S,2,0
18393516,31,8,8,L,B,5,0
18393516,31,9,9,L,S,3,0
18393516,31,10,10,L,B,3,0
18393516,31,11,11,L,Y,2,1
18393516,31,12,12,L,B,4,0
18393516,31,13,13,L,B,1,0
18393516,31,14,14,L,Y,3,0
18393516,31,15,15,L,Y,1,0
18393516,31,16,1,R,S,5,0
18393516,31,17,2,R,S,2,0
18393516,31,18,3,R,B,6,0
18393516,31,19,4,R,S,1,0
18393516,31,20,5,R,B,2,0
18393516,31,21,6,R,Y,2,1
18393516,31,22,7,R,B,4,0
18393516,31,23,8,R,Y,4,0
18393516,31,24,9,R,Y,5,0
18393516,31,25,10,R,S,4,0
18393516,31,26,11,R,Y,1,0
18393516,31,27,12,R,Y,3,1
18393516,31,28,13,R,B,5,0
18393516,31,29,14,R,S,3,0
18393516,31,30,15,R,B,1,0
18210545,32,1,1,L,S,4,0
18210545,32,2,2,L,Y,5,0
18210545,32,3,3,L,S,5,0
18210545,32,4,4,L,S,1,0
18210545,32,5,5,L,B,2,0
18210545,32,6,6,L,Y,4,0
18210545,32,7,7,L,S,2,0
18210545,32,8,8,L,B,5,0
18210545,32,9,9,L,S,3,0
18210545,32,10,10,L,B,3,0
18210545,32,11,11,L,Y,2,0
18210545,32,12,12,L,B,4,0
18210545,32,13,13,L,B,1,0
18210545,32,14,14,L,Y,3,0
18210545,32,15,15,L,Y,1,0
18210545,32,16,1,R,S,5,0
18210545,32,17,2,R,S,2,0
18210545,32,18,3,R,B,6,0
18210545,32,19,4,R,S,1,0
18210545,32,20,5,R,B,2,0
18210545,32,21,6,R,Y,2,0
18210545,32,22,7,R,B,4,0
18210545,32,23,8,R,Y,4,0
18210545,32,24,9,R,Y,5,0
18210545,32,25,10,R,S,4,0
18210545,32,26,11,R,Y,1,0
18210545,32,27,12,R,Y,3,0
18210545,32,28,13,R,B,5,0
18210545,32,29,14,R,S,3,0
18210545,32,30,15,R,B,1,0
18114661,33,1,1,L,S,4,0
18114661,33,2,2,L,Y,5,0
18114661,33,3,3,L,S,5,0
18114661,33,4,4,L,S,1,0
18114661,33,5,5,L,B,2,0
18114661,33,6,6,L,Y,4,0
18114661,33,7,7,L,S,2,0
18114661,33,8,8,L,B,5,0
18114661,33,9,9,L,S,3,0
18114661,33,10,10,L,B,3,0
18114661,33,11,11,L,Y,2,0
18114661,33,12,12,L,B,4,0
18114661,33,13,13,L,B,1,0
18114661,33,14,14,L,Y,3,0
18114661,33,15,15,L,Y,1,0
18114661,33,16,1,R,S,5,0
18114661,33,17,2,R,S,2,0
18114661,33,18,3,R,B,6,0
18114661,33,19,4,R,S,1,0
18114661,33,20,5,R,B,2,0
18114661,33,21,6,R,Y,2,0
18114661,33,22,7,R,B,4,0
18114661,33,23,8,R,Y,4,0
18114661,33,24,9,R,Y,5,0
18114661,33,25,10,R,S,4,0
18114661,33,26,11,R,Y,1,0
18114661,33,27,12,R,Y,3,0
18114661,33,28,13,R,B,5,0
18114661,33,29,14,R,S,3,0
18114661,33,30,15,R,B,1,0
18372351,34,1,1,L,S,4,0
18372351,34,2,2,L,Y,5,0
18372351,34,3,3,L,S,5,0
18372351,34,4,4,L,S,1,0
18372351,34,5,5,L,B,2,0
18372351,34,6,6,L,Y,4,0
18372351,34,7,7,L,S,2,0
18372351,34,8,8,L,B,5,0
18372351,34,9,9,L,S,3,0
18372351,34,10,10,L,B,3,0
18372351,34,11,11,L,Y,2,0
18372351,34,12,12,L,B,4,0
18372351,34,13,13,L,B,1,0
18372351,34,14,14,L,Y,3,1
18372351,34,15,15,L,Y,1,0
18372351,34,16,1,R,S,5,0
18372351,34,17,2,R,S,2,0
18372351,34,18,3,R,B,6,0
18372351,34,19,4,R,S,1,0
18372351,34,20,5,R,B,2,0
18372351,34,21,6,R,Y,2,0
18372351,34,22,7,R,B,4,0
18372351,34,23,8,R,Y,4,0
18372351,34,24,9,R,Y,5,0
18372351,34,25,10,R,S,4,0
18372351,34,26,11,R,Y,1,0
18372351,34,27,12,R,Y,3,0
18372351,34,28,13,R,B,5,0
18372351,34,29,14,R,S,3,0
18372351,34,30,15,R,B,1,0
